ID,text,cue,emotion,emotion,cause
933,أكثر إحساس لازمني عند قراءتي لنكروفيليا هو  [MASK]  ,قزز,الاشمئزاز,Disgust,نكروفيليا
934,أكثر الناس  [MASK]   من الشقاء و الألم و رفضا و مقاومة لهما هم الذين كانوا يقاسونهما ثم انفصلوا عنهما,خوف,الخوف,Fear,الشقاء و الألم
935,أكثر حاجة  [MASK]  ني انني لا أهتم بها الا عند القراءة عنها والمفروض ان تكون جزء كبير من حياتي,حزن,الحزن,Sadness, لا أهتم بها الا عند القراءة
936,أكثر شخصية أحببتها كانت الأم حصة و [MASK]   لوفاتها كثيرا,حزن,الحزن,Sadness,لوفاتها
937,أكثر شيئ  [MASK]   فيها هو مزج الرواية بشخصيات حقيقية,رعب,الخوف,Fear,مزج الرواية بشخصيات حقيقية
938,أكثر فصل  [MASK]   هو فصل المرأة وتفسير الكاتب للقوامة والحجاب و الضرب والهجر,أغاظ,الغضب,Anger, الضرب والهجر
939,أكثر ما  [MASK]   ان عيسى كان حائرا في الدين,حزن,الحزن,Sadness,كان حائرا في الدين
940,أكثر ما  [MASK]   بالرواية اسكندر و فكرته المجنونة بانشاء موقع الكتروني يدل على موقع الموتى,فزع,الخوف,Fear,انشاء موقع الكتروني يدل على موقع الموتى
941,أكثر ما  [MASK]   فيها أنها واقعية جدا لدرجه رهيبه,فزع,الخوف,Fear,واقعية جدا لدرجه رهيبه
942,أكثر ما  [MASK]  نى فى الكتاب إحدى اللاجئات الفلسطينيات التى كان لديها مشكلة مع لبس الحجاب,حزن,الحزن,Sadness,كان لديها مشكلة مع لبس الحجاب
943,أكثر ما  [MASK]  ني غدر ماجدولين,حزن,الحزن,Sadness,غدر ماجدولين
944,أكثر ما آلمني به هو نهايته ... نهاية  [MASK]   ضربت كل توقعاتي التفاؤلية بالحائط,حزين,الحزن,Sadness,نهايته
945,أكثر ما أثار  [MASK]   إنك وضعت الحب البشري الغريزي جنبا إلى جنب مع حب الله الصوفي,حنق,الغضب,Anger,وضعت الحب البشري الغريزي جنبا إلى جنب مع حب الل
946,أكثر ما أثار  [MASK]   هو الجنح و النأي عن ذكر سيدنا خالد ,حنق,الغضب,Anger,الجنح و النأي عن ذكر سيدنا خالد
947,أكثر ما أثار  [MASK]   هو جنون الشباب وتهافتهم على قراءة هذا الكتاب,غضب,الغضب,Anger,جنون الشباب وتهافتهم على قراءة هذا الكتاب
948,أكثر ما يثير  [MASK]   تلك الروايات و ما تتضمنه من أرواح و أشباح و مصاصين دماء,رعب,الخوف,Fear,ما تتضمنه من أرواح و أشباح و مصاصين دماء
949,أكثرهم لم يكتبوا عن البحر لأنهم  [MASK]   معاينة الموت,خاف,الخوف,Fear,معاينة الموت
950,أكره شعوري حين أجد كتابا متعدد الصفحات لا يعطيني شيئا إلا  [MASK]   علي وقتي المهدور,غضب,الغضب,Anger,وقتي المهدور
951,أكيد  [MASK]   الجمهور بتلك النهايه لأنها من النوع الرومانسي الذي لم يعد له وجود في هذه الدنيا,فرح,الفرح,Joy,من النوع الرومانسي الذي لم يعد له وجود
952,ألبير الوحيد من الأهل الذي كان  [MASK]   على حال بلده والاوضاع العامه بسبب الحرب,حزين,الحزن,Sadness,الاوضاع العامه بسبب الحرب
953,ألم تر إلى الذين تولوا قوما  [MASK]   الله عليهم ما هم منكم ولامنهم,غضب,الغضب,Anger,تولوا قوما
954,أما العازفون فقد  [MASK]   كثيرًا بمسكنهم الجديد,فرح,الفرح,Joy,مسكنهم الجديد
955,أمة  [MASK]  ... سقوط الخلافة .. ضياع فلسطين... احسسيت انه كان وقتا صعبا,حزين,الحزن,Sadness,سقوط الخلافة .. ضياع فلسطين
956,أمتعني الكتيب جدا و [MASK]   به .. لأنني شعرت وكأنني أتجول داخل دماغه وألتفت يمنة ويسرى,فرح,الفرح,Joy,شعرت وكأنني أتجول داخل دماغه
957,أمتعني بخفة ظله الذكية ،وأعطاني جرعة  [MASK]   لازلت أذكرها رغم مرور سنوات,سعادة,الفرح,Joy,خفة ظله الذكية
958,أمر  [MASK]   أن تجد من غير المسلمين من يدافع عن  القرآن ..والمسلمون غارقون في ضلالاتهم,حزن,الحزن,Sadness,المسلمون غارقون في ضلالاتهم
959,أمر  [MASK]   أن تكون القضايا التي نناقشها هي نفسها من سنة,حزن,الحزن,Sadness,القضايا التي نناقشها هي نفسها من سنة
960,أمر  [MASK]   أن رواية بهذا جمال لوثت بأمور اخرى لو تجنب الكاتب الحدث عنها ما نقصت الرواية شيئا ,حزين,الحزن,Sadness,رواية بهذا جمال لوثت بأمور اخرى
961,أمر  [MASK]   أننا نتعامل مع الموت بهذه الطريقة ... هل الموت انتهى عند هذه الحفرة ؟,رعب,الخوف,Fear,نتعامل مع الموت بهذه الطريقة
962,أمر  [MASK]   تطور شخصية عدنان نحو التوحش والقبح,رعب,الخوف,Fear,تطور شخصية عدنان نحو التوحش والقبح
963,أمر  [MASK]   جدا ،تملؤك بالتشائم و الكدر على هؤلاء البشر الذين تحولوا ببساطة إلى ماكينات,حزين,الحزن,Sadness,البشر الذين تحولوا ببساطة إلى ماكينات
964,أمر  [MASK]   جدا موت يامن فى هذا الوقت المبكر من الأحداث,حزن,الحزن,Sadness,موت يامن فى هذا الوقت المبكر
965,أمر  [MASK]   ذلك الصبي لا يستطيع أن ينام و يرى النوم فقط يتسلل إلى البيوت لينام سكانها,حزين,الحزن,Sadness,الصبي لا يستطيع أن ينام
966,أمر  [MASK]   سرعة  انحدار الاخلاق الى الأسوء,حزن,الحزن,Sadness,سرعة  انحدار الاخلاق الى الأسوء
967,أمر  [MASK]   قول الشارح لو جاز أن يقرأ في الصلاة شيء غير القران لكانت الحكم العطائية,فزع,الخوف,Fear,قول الشارح لو جاز أن يقرأ في الصلاة شيء غير القران
968,أمر  [MASK]   معاناة فلسطين التي يجسدها كنفاني في هذه القصص القصيرة,حزن,الحزن,Sadness,معاناة فلسطين
969,أمر الملك بتمزيق الطاهي إلى أربعة أجزاء، لان  [MASK]   كان يملأ قلبه لقتل ابنته,حزن,الحزن,Sadness,قتل ابنته
970,أمضى حياته يتنظر اللحظة اللي يعود فيها ليقتل لهلوبة ل [MASK]   بأنه قد مات,فاجأ,المفاجأة,Surprise,أنه قد مات
971,أمها  [MASK]   تأثير المدرسة السلبي فيها,خشي,الخوف,Fear,تأثير المدرسة السلبي فيها
972,أمها الموظفة الغنية ترضخ لهذا الرجل و تتحمله  [MASK]   من كلمة طلاق,خوف,الخوف,Fear,كلمة طلاق
973,أمي  [MASK]   اختي باحظار الازهار في عيد ميلادها,فاجأ,المفاجأة,Surprise,احظار الازهار في عيد ميلادها
974,أمي اليوم في حالة  [MASK]   نرجسي.. بسبب ضعفي و قدقع الإختيار علي  لتفرغه فمؤخراً صرت غالباً الهدف الأول,غضب,الغضب,Anger,ضعفي
975,أميرة مسحورة، وكانت  [MASK]   للغاية عندما رأت الشاب الوسيم,سعيدة,الفرح,Joy,رأت الشاب الوسيم
976,أن  [MASK]   تجاه الكتاب نشأ نتيجة التصوير السلبي للشخصيات النسائية وتعزيز الصور المخزية,غضب,الغضب,Anger,التصوير السلبي للشخصيات النسائية
977,أن  [MASK]   هي أن يقوم الانسان بالشيء الذي خلق لأجله لا الركون إلى الفراغ,سعادة,الفرح,Joy,أن يقوم الانسان بالشيء الذي خلق لأجله
978,أن  [MASK]  من المستقبل المجهول يخنق في حناجرنا الكلام,خوف,الخوف,Fear,المستقبل المجهول
979,أن [MASK]  حين الشجار يفضح طينة البشر,غضب,الغضب,Anger,الشجار
980,أن  [MASK]  ها الشديد على المجتمع وعلى الذكر وعلى رجال الدين كان جليا في حديثها,حنق,الغضب,Anger,لمجتمع وعلى الذكر وعلى رجال الدين
981,أن  [MASK]  ها من المستقبل والشيخوخة يدفعها باستمرار لأن تحتاط,خوف,الخوف,Fear,المستقبل والشيخوخة
982,أن أقرأ عنها رواية كاملة تتلذذ فيها بالتعذيب كمازوخية تهوى الألم هو أكثر ما  [MASK]  ني من الرواية,غضب,الغضب,Anger, رواية كاملة تتلذذ فيها بالتعذيب كمازوخية
983,أن أقرأ قليلا من كتاب وقليلا من آخر حتى  [MASK]   في نهاية الأسبوع بأنني قد انتهيت من ثلاثة كتب,فاجأ,المفاجأة,Surprise,أقرأ قليلا من كتاب وقليلا من آخر
984,أن أكثر ما  [MASK]   ابنته هو عندما يسألها أحد: ماذا يكون لك علي عزت,سعد,الفرح,Joy,عندما يسألها أحد: ماذا يكون لك علي
985,أن استحضاره لوجود الله هزني و استدراكه  [MASK]  ,رعب,الخوف,Fear,استحضاره لوجود الله
986,أن السطر منها ليرعد في صحيفته من  [MASK]  على العدو الغاشم، وأن الكلمة لتبكي بكاء يرى,غيظ,الغضب,Anger, العدو الغاشم
987,أن الشعوب  [MASK]   على مستقبلها من تهديدات مثل داعش وما دونها,خائف,الخوف,Fear,داعش
988,أن القارىء يخفق قلبه  [MASK]   من أن يتم إكتشاف ماكان يخبئه,خوف,الخوف,Fear,أن يتم إكتشاف ماكان يخبئه 
989,أن الله تعالى  [MASK]   إذا مدح الفاسق والظالم..,غضب,الغضب,Anger,مدح الفاسق والظالم
990,أن المستبد  [MASK]   من هؤلاء العلماء العاملين الراشدين المرشدين,خاف,الخوف,Fear,العلماء العاملين الراشدين
991,أن امتلاك جرعة هائلة من  [MASK]   مع الرغبة في تسجيل كل المواقف يصنعان بركانا عظيما بالتأكيد,غضب,الغضب,Anger,الرغبة في تسجيل كل المواقف
992,أن تكون مشغولا لدرجة أن يمر يومك دون أن يجد عقلك مجال للتفكير بشيء هذه قمة  [MASK]  ,سعادة,الفرح,Joy,تكون مشغولا 
993,أن شكه الكبير في نحول الشعر الجاهلي  [MASK]   كثير,خاف,الخوف,Fear,شكه الكبير في نحول الشعر الجاهلي
994,أن طريق  [MASK]   الحق هو فى قمع النفس وكبح رغائبها,سعادة,الفرح,Joy,قمع النفس وكبح رغائبها
